#{"t_start": 1764620712.6507604, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
77.0,5500,49075.479861
51.0,3730,49128.928072
89.0,6597,49242.584859
50.0,4287,49292.049833
79.0,5097,49362.274896
87.0,5017,49451.462905
51.0,4871,49504.201751
48.0,3897,49556.755615
80.0,5757,49644.061977
50.0,4029,49691.781002
42.0,3901,49734.989453
99.0,5920,49813.273585
83.0,6648,49887.070378
51.0,4162,49946.757572
85.0,5883,50024.617821
95.0,5708,50123.63471
130.0,5960,50187.358629
79.0,5437,50265.760271
56.0,4012,50307.217459
36.0,3860,50352.129297
74.0,6036,50432.978001
86.0,6123,50501.183496
49.0,4217,50547.072281
86.0,5921,50632.02231
34.0,2105,50654.707446
69.0,5907,50735.901999
76.0,5263,50792.927513
78.0,5536,50854.662895
75.0,5741,50950.881061
52.0,3883,51004.652052
78.0,4232,51084.216158
105.0,6052,51164.0475
66.0,4901,51225.31752
42.0,3903,51300.660666
62.0,5088,51361.374616
54.0,3848,51403.724368
78.0,5354,51482.510261
35.0,4130,51527.669633
65.0,5717,51605.218802
60.0,4390,51651.347181
50.0,4204,51696.83433
49.0,4872,51765.198006
62.0,5664,51827.540937
75.0,5762,51913.484488
37.0,4467,51959.492787
99.0,5868,52022.324424
78.0,5725,52106.926948
60.0,5248,52184.394194
87.0,5936,52278.188968
69.0,5590,52352.378851
97.0,4975,52436.139656
83.0,6065,52515.769309
79.0,5646,52579.415122
56.0,5146,52656.615509
53.0,5131,52713.793988
98.0,6040,52795.621257
46.0,4371,52847.219117
53.0,4582,52897.875572
32.0,3992,52965.234737
39.0,4314,53018.258883
58.0,4987,53070.268861
83.0,6428,53182.642192
74.0,4796,53240.887654
71.0,4156,53311.53076
98.0,5818,53374.467645
199.0,6901,53465.691476
69.0,5614,53532.483229
67.0,5966,53616.682281
61.0,4453,53662.999378
89.0,4747,53714.829267
88.0,4611,53793.19784
82.0,6719,53875.186422
85.0,5600,53953.452355
78.0,5543,54015.202915
53.0,4470,54061.33948
68.0,3916,54124.500146
81.0,6075,54191.845531
73.0,5890,54274.203574
58.0,4374,54322.1106
106.0,5758,54407.772448
81.0,4988,54459.290284
85.0,5517,54521.839975
84.0,5095,54596.61109
105.0,6693,54670.166456
93.0,6206,54752.921691
114.0,6054,54816.38166
68.0,5574,54908.554283
50.0,4681,54965.710868
62.0,5709,55047.566181
104.0,5893,55115.206801
103.0,6137,55182.956153
65.0,5673,55265.181934
85.0,6455,55338.039833
73.0,6356,55424.417985
111.0,6423,55496.391292
87.0,6055,55607.709442
69.0,5291,55678.591862
89.0,5501,55771.735227
54.0,4959,55845.182701
253.0,5414,55940.61122
76.0,4259,55987.654762
60.0,4492,56040.00938
110.0,6159,56124.288516
72.0,5140,56180.609051
107.0,6209,56279.779341
57.0,4489,56333.47902
50.0,4225,56378.916558
84.0,6348,56471.029074
105.0,6917,56546.960024
75.0,4923,56618.673129
106.0,6610,56693.09759
32.0,2384,56742.70575
33.0,2859,56776.593869
77.0,4525,56828.753739
67.0,5346,56912.973675
85.0,5308,56970.093046
74.0,5346,57031.377135
98.0,6001,57114.721899
119.0,6108,57197.58679
53.0,4674,57270.772492
79.0,4658,57326.275723
60.0,4614,57376.824366
58.0,4853,57445.033268
40.0,3482,57484.030844
69.0,5156,57540.294357
56.0,5295,57613.765421
39.0,3641,57654.354692
81.0,4958,57749.205128
58.0,3484,57788.363849
283.0,5773,57859.502987
63.0,3996,57942.328671
164.0,5385,58019.024373
61.0,5110,58084.115911
78.0,5297,58170.616534
97.0,5513,58238.590421
86.0,6916,58357.145652
88.0,6258,58445.770387
91.0,5530,58541.062401
84.0,5527,58611.465664
96.0,6078,58708.971312
88.0,6055,58773.538442
65.0,4518,58849.014346
80.0,5538,58917.987035
58.0,4615,58980.676681
52.0,4109,59056.352011
65.0,5489,59114.916125
99.0,6581,59204.734864
58.0,4453,59251.521592
241.0,5326,59313.746353
37.0,3904,59380.854552
84.0,5757,59448.070067
89.0,6445,59540.392663
115.0,6377,59609.850574
108.0,5969,59696.547836
65.0,5183,59755.965457
79.0,5644,59816.965771
141.0,7037,59917.692806
96.0,6170,60007.358277
43.0,4211,60054.480102
82.0,6045,60134.988459
57.0,5578,60229.360658
73.0,5321,60306.219694
57.0,5503,60407.561375
86.0,5660,60490.220736
104.0,6771,60609.593953
105.0,6575,60707.43748
78.0,5270,60805.289676
65.0,5015,60861.927965
63.0,4738,60914.043557
135.0,7283,61012.576602
82.0,5929,61076.473643
94.0,6577,61171.422735
86.0,5889,61238.9636
116.0,7119,61336.381147
116.0,6453,61410.285046
44.0,3732,61468.850889
46.0,4136,61515.032701
95.0,5838,61602.874885
74.0,3970,61648.533969
38.0,3483,61684.515262
67.0,4603,61737.801573
69.0,4768,61809.206505
81.0,5943,61876.888599
67.0,6089,61972.637711
95.0,6846,62047.20657
80.0,5749,62147.411157
55.0,5546,62215.878192
101.0,6498,62316.095232
89.0,6034,62406.31187
58.0,5143,62487.241396
247.0,5830,62552.68519
74.0,6182,62644.253731
72.0,5063,62704.439872
71.0,4530,62760.896382
120.0,6936,62859.951934
85.0,6044,62927.79272
62.0,5511,63017.386369
69.0,5024,63087.436326
108.0,6732,63202.348112
109.0,6137,63282.749381
81.0,4870,63355.425284
70.0,4485,63406.867222
72.0,5369,63465.04004
91.0,5714,63544.750173
90.0,6415,63619.950812
57.0,4521,63688.755925
81.0,5657,63751.346723
34.0,3407,63790.618175
89.0,5834,63870.22862
77.0,5544,63932.288477
84.0,4913,64003.42437
95.0,4524,64054.49128
73.0,5171,64111.319222
75.0,5082,64188.592878
76.0,5645,64252.856973
60.0,3512,64309.784721
64.0,4730,64361.962413
44.0,4406,64413.418073
63.0,4087,64479.380171
75.0,4536,64526.717167
74.0,5712,64590.300114
82.0,5500,64667.674797
38.0,2881,64701.398005
118.0,6372,64789.029513
91.0,6420,64859.113273
80.0,4660,64911.615138
262.0,6985,65009.986311
232.0,6775,65103.31613
64.0,4665,65155.364128
95.0,6687,65230.419493
65.0,5316,65304.790366
70.0,4665,65356.703062
81.0,6363,65441.921866
90.0,5869,65506.016118
129.0,7004,65604.828809
86.0,5501,65667.704278
92.0,6694,65761.197069
105.0,6468,65831.296114
85.0,5245,65905.784431
95.0,5838,65973.93496
35.0,3467,66009.681517
46.0,4109,66074.975998
86.0,6270,66144.457793
46.0,3968,66207.458251
54.0,3613,66248.142184
94.0,5723,66311.931141
46.0,3974,66369.89693
66.0,4285,66420.918752
78.0,5874,66484.928274
72.0,5679,66566.467227
76.0,4972,66619.697095
89.0,5710,66703.921289
94.0,5118,66761.461219
66.0,4366,66812.735192
