#{"t_start": 1764620713.1937318, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
50.0,5484,48044.347107
77.0,6734,48159.325451
56.0,4314,48207.265802
87.0,5533,48286.321683
54.0,4691,48377.690405
51.0,3088,48417.859669
33.0,2853,48455.391124
39.0,4651,48543.50051
55.0,3979,48598.36395
63.0,4875,48673.28857
41.0,3368,48723.879644
112.0,6218,48792.840936
84.0,5770,48868.28289
20.0,3125,48902.668628
31.0,3712,48955.621768
87.0,5543,49052.252028
82.0,5216,49128.176709
85.0,5987,49214.597569
48.0,4614,49289.904072
41.0,4581,49348.552591
87.0,6294,49456.517771
71.0,5421,49515.089979
40.0,3546,49562.468906
91.0,6539,49656.05909
86.0,6988,49740.164346
65.0,5894,49818.306445
57.0,4473,49868.990306
35.0,2371,49892.603404
69.0,5715,49974.077349
93.0,6390,50062.665997
68.0,5500,50147.139715
73.0,5155,50204.328763
53.0,4496,50271.476437
44.0,4810,50323.563837
82.0,6513,50414.20354
92.0,6584,50488.027434
65.0,5152,50540.993758
33.0,3882,50603.493307
90.0,4904,50655.18547
32.0,2834,50688.480343
45.0,3607,50746.041142
88.0,5998,50809.262655
100.0,5886,50896.929207
54.0,4284,50957.292628
95.0,5014,51022.835644
71.0,5012,51114.643127
40.0,4325,51169.681479
76.0,5622,51241.097051
62.0,5840,51339.225338
69.0,5721,51407.638848
68.0,5867,51488.086192
51.0,4535,51538.50704
60.0,4612,51600.339328
51.0,3145,51634.541705
70.0,5507,51696.318492
73.0,3861,51757.451876
79.0,5531,51815.394562
93.0,5377,51876.560352
69.0,4902,51947.501853
29.0,2546,51975.511692
103.0,6354,52061.207956
73.0,5653,52135.278889
87.0,5742,52215.234589
117.0,6160,52312.195995
62.0,4710,52371.784662
71.0,4229,52448.575043
63.0,4609,52507.463096
81.0,5615,52573.018909
79.0,6038,52657.550847
43.0,3871,52702.155317
107.0,7205,52799.959525
89.0,6542,52870.276855
180.0,6560,52970.237049
69.0,5556,53035.179781
72.0,4860,53108.306366
63.0,5283,53184.024002
60.0,4522,53241.117277
76.0,4760,53317.48435
43.0,4540,53368.255777
69.0,5053,53441.218922
80.0,6036,53509.278751
72.0,5926,53577.026652
61.0,5412,53651.00637
78.0,6430,53724.443072
42.0,3931,53792.447061
57.0,4300,53846.740192
109.0,5984,53930.272007
53.0,4809,53981.394132
86.0,5894,54048.341455
94.0,5872,54129.721196
167.0,5947,54192.555077
114.0,5923,54279.125631
78.0,4456,54327.146528
78.0,6429,54418.868559
36.0,2507,54446.585966
80.0,5445,54504.661268
61.0,5601,54585.053107
68.0,3830,54625.252371
57.0,4811,54676.721642
77.0,5557,54753.332525
72.0,5290,54810.295929
117.0,6150,54908.610561
77.0,5414,54975.909751
81.0,6579,55068.226847
76.0,5795,55135.924196
58.0,4291,55181.559141
57.0,5128,55258.009509
89.0,6835,55332.057735
179.0,7578,55430.296796
64.0,5471,55495.163609
90.0,5300,55592.482695
55.0,4262,55648.190847
81.0,5269,55741.388262
117.0,6850,55843.109844
63.0,4811,55927.319681
67.0,4557,55981.064011
108.0,5899,56045.986642
70.0,5246,56119.236255
69.0,5463,56180.651644
46.0,4066,56249.431177
64.0,5383,56321.57845
39.0,4014,56366.271671
69.0,4906,56437.431571
44.0,2665,56465.803118
85.0,5180,56522.564413
65.0,5455,56605.769825
68.0,5617,56667.552681
51.0,4474,56715.989917
99.0,5860,56805.813548
47.0,4933,56870.298632
78.0,6161,56957.299499
76.0,5351,57014.547335
98.0,6079,57099.312629
75.0,5993,57180.546078
97.0,5972,57269.998894
67.0,5085,57330.953305
90.0,5900,57410.603038
80.0,5786,57472.752854
86.0,5599,57534.492507
58.0,4697,57601.971137
53.0,4481,57653.127437
95.0,6416,57762.286533
190.0,4875,57820.502738
64.0,4925,57888.209026
83.0,5077,57986.636482
76.0,5401,58060.505597
58.0,4977,58136.225475
67.0,4673,58195.242277
98.0,5550,58269.476499
82.0,5632,58368.20473
72.0,4403,58430.441732
93.0,5724,58531.817785
63.0,4851,58594.010403
62.0,4475,58646.184221
51.0,3609,58714.280194
68.0,5593,58777.346918
81.0,6046,58871.325789
69.0,5348,58936.510287
84.0,6099,59039.14702
99.0,5779,59103.321217
75.0,5455,59165.712577
75.0,5221,59238.814283
93.0,6298,59308.217586
61.0,3777,59373.141831
101.0,6876,59457.962757
82.0,5801,59540.001617
43.0,3741,59580.434588
91.0,5864,59644.288446
61.0,3998,59708.250841
83.0,5670,59773.405767
98.0,5974,59861.587416
73.0,5620,59923.363804
65.0,4839,59979.379915
72.0,5061,60054.455994
85.0,4993,60119.944245
107.0,6502,60233.966424
91.0,6381,60320.898902
110.0,5789,60429.291911
60.0,4086,60488.845303
60.0,4581,60556.545712
84.0,4442,60639.180737
54.0,4931,60713.836581
162.0,4757,60804.306353
53.0,3136,60838.597635
126.0,5559,60901.242916
95.0,5628,60978.21781
61.0,5155,61035.461182
79.0,6217,61125.022526
79.0,5846,61192.906211
63.0,3654,61232.83862
279.0,6712,61329.224984
216.0,5794,61392.759094
54.0,3981,61452.162599
77.0,5481,61514.825711
69.0,4545,61565.775552
70.0,5541,61649.136683
102.0,5763,61719.117835
80.0,5203,61795.991817
48.0,3795,61836.290756
80.0,4844,61888.3016
51.0,4983,61972.376007
162.0,6593,62046.153756
100.0,5526,62141.26605
115.0,4189,62192.956173
39.0,3550,62233.085131
99.0,5453,62329.320038
47.0,4704,62397.609486
87.0,6089,62487.65967
90.0,5722,62552.750886
77.0,4983,62610.185443
53.0,5134,62690.610767
100.0,5721,62766.714975
63.0,4553,62836.314275
77.0,6058,62900.133505
70.0,4585,62972.215491
81.0,5881,63052.17657
53.0,5204,63125.332811
64.0,5375,63224.443313
71.0,4820,63282.773249
72.0,6157,63371.697742
66.0,4898,63424.495544
72.0,5367,63503.650976
98.0,6756,63578.097406
97.0,5798,63660.3032
105.0,5554,63727.219464
88.0,5660,63789.897657
47.0,3628,63846.128191
92.0,5426,63903.93446
78.0,4906,63961.279113
59.0,5233,64036.321603
104.0,6095,64100.176975
124.0,5517,64182.983722
122.0,6277,64253.30444
75.0,5065,64331.911784
77.0,5136,64389.756979
69.0,4672,64441.880282
93.0,5701,64525.345196
46.0,4495,64572.659529
111.0,6714,64661.946664
93.0,6407,64736.008872
73.0,5912,64818.085146
78.0,5937,64887.184781
34.0,2864,64935.011231
91.0,5335,64993.372973
56.0,4380,65044.402608
43.0,3161,65097.206405
70.0,5028,65154.590836
98.0,5485,65213.22947
57.0,3800,65270.499952
80.0,5367,65333.102994
90.0,6465,65418.738427
91.0,4591,65470.225824
54.0,4672,65522.257436
95.0,5345,65599.083365
53.0,4711,65655.287723
155.0,5627,65732.925303
69.0,4983,65790.066862
98.0,6770,65865.399077
85.0,5629,65945.192179
89.0,4476,65996.551394
32.0,3506,66051.703499
95.0,4716,66103.834396
40.0,3589,66143.969071
108.0,6095,66230.511053
79.0,4970,66287.814701
92.0,5562,66363.311202
91.0,6326,66433.409954
79.0,5285,66495.543719
91.0,5071,66566.863215
78.0,5413,66629.854889
81.0,6651,66725.263198
91.0,6236,66794.771089
