#{"t_start": 1764620712.9241178, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
79.0,5137,48658.038857
277.0,4533,48724.440257
55.0,4696,48780.35902
73.0,5441,48838.588407
48.0,3097,48884.959419
54.0,4264,48934.625761
86.0,6703,49052.225589
70.0,4950,49126.875533
78.0,5943,49208.444078
82.0,5161,49290.922445
73.0,5419,49362.70228
90.0,6603,49469.161046
82.0,5851,49541.781067
44.0,3165,49599.300576
63.0,5099,49656.292119
80.0,5004,49717.880698
118.0,6531,49806.143391
67.0,5211,49863.269017
55.0,4773,49928.904407
89.0,5866,49995.629797
58.0,3824,50054.784574
78.0,4538,50130.169116
70.0,5280,50191.847269
83.0,5997,50272.015099
73.0,4892,50328.52793
59.0,4596,50375.698929
49.0,4026,50437.843063
61.0,4687,50489.141762
86.0,6770,50581.285204
41.0,3753,50621.401824
55.0,4810,50677.055411
40.0,3502,50730.069568
53.0,4576,50780.979942
68.0,5590,50842.907187
27.0,2705,50890.749833
86.0,6126,50980.244608
85.0,5739,51055.525952
92.0,5877,51158.081607
62.0,5145,51218.554026
78.0,5052,51311.985945
62.0,4838,51369.336202
69.0,6248,51455.145782
89.0,4505,51505.618638
84.0,5821,51568.250911
52.0,4367,51633.423365
47.0,4510,51679.849903
86.0,5496,51758.259012
33.0,3561,51797.802369
102.0,5457,51855.263362
67.0,5368,51935.823102
41.0,3963,51976.408364
60.0,5829,52039.697047
45.0,3683,52099.128413
63.0,3448,52148.037452
87.0,6488,52259.401052
60.0,5557,52328.52371
117.0,6831,52440.397022
38.0,2501,52468.835412
105.0,6497,52550.533713
47.0,5087,52626.360937
71.0,5164,52685.03467
66.0,5190,52741.670052
44.0,3328,52794.597247
37.0,3811,52836.352637
48.0,3245,52870.643053
68.0,5794,52964.080296
51.0,2945,52996.487942
98.0,6580,53069.81332
35.0,4007,53145.17418
42.0,2412,53176.731587
68.0,5394,53246.834313
102.0,7507,53351.774407
62.0,3468,53391.103744
76.0,4943,53459.678627
65.0,4905,53520.029355
87.0,5930,53600.15613
60.0,5317,53657.380824
48.0,3947,53702.389859
50.0,5373,53785.583062
27.0,3838,53840.254443
69.0,4163,53885.266939
91.0,5742,53964.007567
76.0,6134,54031.783247
76.0,5093,54102.669026
79.0,4037,54147.352532
56.0,4458,54197.525725
72.0,5383,54274.124148
63.0,5289,54332.94943
65.0,4123,54380.351744
53.0,3537,54436.235076
58.0,3487,54475.241478
98.0,5347,54533.185338
82.0,4924,54603.256262
87.0,5397,54664.607044
70.0,5575,54741.388695
63.0,4141,54786.568886
44.0,4035,54827.405853
104.0,6824,54937.87873
109.0,5517,54999.36799
55.0,3683,55061.477619
65.0,5858,55126.403582
107.0,6266,55217.967659
108.0,5727,55281.039001
72.0,5685,55343.164752
46.0,4513,55407.455862
91.0,5658,55471.300902
76.0,4538,55554.857872
148.0,6929,55648.225426
89.0,4996,55735.65918
69.0,4960,55803.032898
69.0,5171,55884.556429
61.0,4310,55958.536
78.0,4499,56006.553126
47.0,3094,56040.553462
50.0,3057,56090.768774
83.0,5586,56152.602116
59.0,4810,56204.753958
80.0,6256,56310.681955
89.0,6664,56384.056658
52.0,3998,56448.264781
68.0,4786,56499.807339
59.0,4710,56553.474894
77.0,5945,56635.402774
86.0,5149,56693.099603
47.0,3684,56755.445368
45.0,3417,56799.677783
90.0,4228,56848.368136
74.0,5159,56929.543317
85.0,6318,56998.017758
68.0,4364,57048.115823
54.0,4605,57120.403923
84.0,5589,57192.074195
102.0,6742,57292.770786
59.0,4591,57343.181207
59.0,5229,57416.755436
48.0,3263,57450.83851
53.0,4900,57506.327314
67.0,5237,57579.45853
134.0,4793,57630.549627
63.0,4428,57690.962723
72.0,6067,57788.347601
75.0,5561,57858.616577
98.0,6015,57971.649727
59.0,5044,58047.061191
87.0,3964,58089.173755
59.0,4235,58158.099042
78.0,4995,58222.277849
97.0,6075,58337.090528
62.0,4258,58385.12113
170.0,6103,58492.948938
42.0,4184,58554.626421
58.0,5354,58616.935354
55.0,3848,58685.789613
105.0,5992,58755.1831
85.0,6402,58849.298615
71.0,5521,58918.106549
105.0,6773,59031.051631
61.0,4816,59086.126233
75.0,6105,59154.859319
99.0,6476,59244.138186
61.0,5048,59297.115278
260.0,4438,59372.122613
73.0,4912,59430.502425
87.0,5663,59493.540659
92.0,6618,59586.355362
87.0,6151,59655.235389
93.0,6312,59744.961411
226.0,4477,59796.164131
101.0,6578,59886.228114
86.0,4873,59945.388679
93.0,5869,60031.326442
240.0,4159,60077.067936
92.0,6183,60186.823753
52.0,4314,60240.954377
74.0,4896,60312.947113
176.0,4077,60392.301395
77.0,4868,60466.137873
107.0,5553,60543.457949
40.0,3833,60623.324743
216.0,5880,60707.437914
89.0,5525,60810.165282
88.0,6221,60878.792543
64.0,4483,60926.056672
115.0,6113,61012.591037
81.0,5611,61075.47823
87.0,5361,61154.120152
94.0,6241,61222.837015
92.0,5978,61312.896431
94.0,6133,61381.569664
122.0,6661,61473.905068
110.0,5476,61532.432688
82.0,5614,61619.603635
98.0,5357,61678.139909
64.0,4504,61731.457889
68.0,4580,61802.329735
87.0,5972,61866.020307
33.0,3408,61929.317543
73.0,5554,61994.960102
93.0,6473,62067.027058
83.0,6331,62174.890724
93.0,5472,62238.807653
233.0,4919,62323.76058
54.0,3929,62383.367981
115.0,6642,62486.861477
75.0,5887,62552.512079
69.0,4910,62609.640136
73.0,5528,62691.444507
56.0,4005,62744.212606
100.0,6189,62836.955253
87.0,4742,62888.478859
74.0,5146,62945.199194
64.0,4600,63029.423694
85.0,5531,63103.67117
73.0,5187,63195.743567
51.0,4115,63254.890511
66.0,4489,63305.767985
97.0,6750,63401.257389
77.0,4711,63453.094216
98.0,5870,63533.339714
50.0,3902,63578.355124
56.0,4289,63626.989957
88.0,7116,63727.722089
107.0,6298,63796.573354
64.0,4501,63863.724907
89.0,6029,63927.415624
64.0,4839,64002.344936
57.0,4418,64048.889062
96.0,5637,64111.269832
77.0,6074,64199.932302
82.0,4764,64253.122786
308.0,6039,64343.11836
70.0,5866,64407.302717
62.0,4663,64479.318184
72.0,5520,64538.106779
97.0,5381,64600.622668
78.0,5367,64673.345259
81.0,5138,64730.852533
72.0,5483,64811.617487
78.0,4716,64863.83426
99.0,5772,64946.274998
72.0,4699,64998.530522
202.0,4688,65050.424784
112.0,7228,65149.600321
78.0,5895,65213.665384
78.0,6083,65298.927321
108.0,5363,65357.158362
76.0,5342,65435.033214
53.0,4871,65487.636541
101.0,5305,65545.588146
58.0,3082,65598.749033
102.0,6166,65667.843587
71.0,4817,65738.74835
62.0,5053,65795.989695
44.0,4749,65848.264454
47.0,3717,65905.437844
96.0,6333,65975.039132
183.0,6355,66068.28277
110.0,5865,66132.397788
51.0,4126,66178.468555
62.0,4383,66242.998272
71.0,4421,66294.333432
91.0,5221,66368.833901
63.0,4335,66415.771686
109.0,6507,66490.149634
59.0,4392,66555.084562
121.0,7015,66635.725576
78.0,5188,66714.039973
43.0,4107,66760.030713
94.0,5197,66818.134738
