#{"t_start": 1764620712.5160766, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
57.0,4296,47743.289093
94.0,6260,47848.413298
43.0,4344,47894.64973
68.0,4754,47967.436791
52.0,4414,48017.339224
63.0,5984,48099.604212
69.0,5488,48188.70316
41.0,4133,48241.084282
43.0,4248,48325.543332
76.0,5889,48409.995306
52.0,5162,48479.357345
39.0,3023,48543.794693
40.0,2917,48583.263208
43.0,2900,48627.980076
85.0,6811,48729.761965
52.0,4447,48780.74155
50.0,4586,48828.065345
71.0,5782,48907.659906
69.0,5761,48986.925222
65.0,4586,49068.520645
66.0,3912,49128.068311
61.0,4664,49195.076851
83.0,6276,49291.398121
60.0,4777,49355.962705
77.0,6126,49457.878258
72.0,5569,49521.68307
45.0,4322,49576.211977
64.0,4883,49655.265298
58.0,4823,49712.145286
51.0,4890,49777.693746
75.0,4792,49830.611158
93.0,5975,49898.256127
86.0,5703,49975.491568
38.0,4327,50033.94967
53.0,3478,50106.549258
64.0,5165,50164.177798
42.0,4475,50215.221148
45.0,4875,50283.573476
53.0,4171,50329.574185
72.0,4789,50381.522786
82.0,6284,50467.110222
182.0,3963,50512.328957
36.0,3981,50575.108539
54.0,5524,50632.900484
23.0,2485,50660.84729
53.0,4600,50729.495936
72.0,5167,50786.520855
35.0,2535,50814.503267
47.0,4434,50860.548279
90.0,6250,50966.369487
63.0,5253,51034.491304
82.0,6222,51145.63118
91.0,5141,51206.581394
48.0,4371,51293.839677
67.0,5196,51353.15466
93.0,5890,51420.102589
84.0,5185,51494.479427
78.0,4615,51545.218798
26.0,3089,51594.028607
34.0,3961,51634.868168
69.0,5655,51697.101186
110.0,6093,51781.472224
29.0,3758,51821.556499
20.0,2246,51844.522278
126.0,3861,51908.301448
93.0,6267,51976.210636
74.0,5417,52033.491786
58.0,5288,52114.522923
71.0,5665,52194.030715
54.0,4389,52271.627627
89.0,4768,52335.75178
47.0,4493,52394.370042
59.0,5503,52480.523394
67.0,5383,52550.669604
63.0,4581,52616.717599
57.0,4269,52668.479691
81.0,5964,52731.736365
65.0,5213,52807.158463
52.0,4655,52859.197186
75.0,4596,52929.833202
91.0,5653,53002.065484
71.0,5045,53058.380824
99.0,6173,53160.4335
83.0,6044,53234.659776
116.0,6858,53339.724489
58.0,4433,53386.209521
76.0,5961,53470.362516
66.0,4546,53521.442462
63.0,4914,53577.822505
62.0,5036,53650.626666
68.0,5753,53713.681547
36.0,3935,53777.961239
105.0,5856,53853.096178
58.0,4717,53908.044104
87.0,5748,53986.91827
41.0,3839,54027.158873
93.0,4842,54097.264483
84.0,5783,54159.477321
97.0,5205,54216.086006
65.0,5838,54304.272808
79.0,5428,54361.910852
118.0,6904,54458.509159
71.0,5653,54517.326675
50.0,4067,54580.797855
150.0,5598,54642.791153
65.0,5045,54713.966161
51.0,3531,54753.091041
166.0,5819,54815.765828
112.0,6224,54916.648402
80.0,5216,54976.913956
234.0,4815,55048.002341
68.0,4149,55097.861599
75.0,4855,55149.426517
93.0,5883,55235.6148
82.0,4420,55282.473565
52.0,3793,55326.565917
44.0,3275,55378.418025
98.0,6027,55442.227872
84.0,5957,55538.488608
65.0,5220,55615.15374
71.0,5328,55686.26756
73.0,4617,55764.91085
120.0,7088,55875.976479
48.0,4764,55953.731376
54.0,4381,56000.502454
40.0,3990,56046.378538
57.0,4025,56107.742731
57.0,4691,56158.549821
72.0,4944,56211.468974
69.0,4989,56303.546736
53.0,4571,56355.597313
75.0,6075,56438.531486
72.0,5825,56505.341321
76.0,5319,56584.099278
58.0,4343,56629.906363
99.0,6118,56698.758016
63.0,3587,56761.610617
55.0,4257,56811.716731
35.0,3420,56855.363466
67.0,4464,56924.601127
65.0,5191,56981.417605
83.0,5395,57042.899711
46.0,4168,57105.969955
78.0,5671,57185.729123
108.0,6121,57271.869231
66.0,4854,57331.776584
110.0,7226,57427.666225
68.0,4863,57478.906709
70.0,4563,57529.293056
81.0,5839,57608.498183
93.0,6049,57684.171254
65.0,4689,57769.572781
108.0,6253,57843.395653
71.0,4747,57934.99246
63.0,5554,58017.660051
48.0,4265,58072.340137
93.0,5621,58157.964042
106.0,6405,58238.905687
80.0,4268,58326.125251
244.0,3878,58373.797758
66.0,4285,58431.719138
54.0,4597,58517.283376
94.0,5641,58594.030812
73.0,4849,58647.347721
309.0,5379,58733.420695
65.0,5695,58798.104316
101.0,5646,58889.499278
68.0,4155,58939.011991
63.0,4825,59030.572764
78.0,5116,59091.074513
59.0,4889,59143.547249
79.0,5441,59217.242242
114.0,5579,59280.210684
117.0,5464,59364.744955
145.0,4269,59418.98693
70.0,5598,59481.793885
79.0,4593,59551.765906
49.0,3120,59586.118715
63.0,4678,59637.948689
201.0,7084,59733.840017
41.0,2978,59768.24837
98.0,5474,59846.572717
35.0,3405,59886.061531
61.0,5400,59946.887581
90.0,6211,60038.044418
103.0,6759,60121.681583
51.0,4756,60214.159026
53.0,3774,60261.849067
74.0,5694,60344.299128
67.0,4621,60435.857748
73.0,5464,60513.035837
18.0,2981,60557.740687
78.0,4600,60646.263139
66.0,5210,60722.164425
83.0,5549,60817.334524
83.0,5301,60878.960343
125.0,6349,60966.598533
36.0,3313,61001.505293
77.0,4673,61053.230851
60.0,4053,61119.410039
93.0,6119,61188.064219
93.0,5157,61245.26848
103.0,6026,61331.035547
89.0,6085,61399.565346
93.0,6658,61492.49344
158.0,6423,61561.693223
26.0,3193,61620.666416
60.0,5449,61683.912521
78.0,4617,61737.326247
46.0,4892,61809.10449
87.0,6294,61877.898172
111.0,7351,61989.784636
33.0,3750,62030.039544
72.0,5389,62120.978
82.0,6394,62204.23752
68.0,4738,62276.887178
94.0,5832,62360.978708
83.0,4997,62430.364574
110.0,5848,62515.898858
82.0,5365,62575.893503
117.0,6020,62667.691527
69.0,4998,62725.460877
72.0,3624,62774.52571
61.0,4272,62842.485765
108.0,6399,62911.442853
69.0,4865,62988.15844
75.0,5140,63059.579261
58.0,5129,63131.859082
107.0,6627,63247.833438
92.0,5584,63311.345123
80.0,5491,63390.685796
77.0,5236,63448.188529
77.0,5636,63527.764398
108.0,5306,63586.44266
44.0,3402,63626.999517
122.0,6199,63716.628601
109.0,7075,63796.083147
95.0,6562,63882.076369
66.0,5477,63943.890055
121.0,6192,64031.563384
52.0,4284,64077.494092
81.0,4673,64149.518252
72.0,3594,64189.096237
44.0,4445,64235.550629
84.0,4971,64315.313253
83.0,5356,64373.724883
162.0,5506,64436.994159
97.0,6124,64525.898093
59.0,4110,64572.054963
84.0,4768,64638.609781
38.0,3086,64673.117404
89.0,5252,64731.013572
44.0,4693,64800.88431
117.0,4821,64853.446279
93.0,5604,64917.30058
74.0,5542,64998.606771
70.0,5452,65057.010061
41.0,3885,65120.641868
87.0,6643,65191.337455
78.0,4935,65264.653299
111.0,7224,65345.431006
54.0,4969,65418.125522
84.0,5399,65476.360456
79.0,5599,65539.62166
108.0,5952,65622.547647
65.0,5413,65685.172539
138.0,7218,65784.481683
68.0,4157,65830.60712
42.0,2943,65860.583787
254.0,7010,65957.186557
214.0,5739,66021.007275
89.0,4494,66087.379068
62.0,5013,66144.567156
67.0,5211,66219.945726
47.0,3295,66259.555192
135.0,6637,66330.437884
114.0,6195,66416.457809
121.0,6819,66495.97279
116.0,7244,66595.069116
84.0,6261,66664.92817
53.0,4021,66726.929406
56.0,3611,66767.364673
43.0,4221,66813.877686
